user,failed_logins,docs_accessed,session_duration_min,day_of_week,download_mb,own_section,role,entity_type,is_anomaly
user_44@scp.local,0,3,54.5,1,49.57,0.92,5,2,0
user_45@scp.local,0,1,25.4,1,33.8,0.81,4,1,0
user_26@scp.local,0,6,65.3,2,35.64,0.81,5,1,0
user_44@scp.local,0,0,106.9,2,41.28,1.0,4,1,0
user_47@scp.local,0,0,65.1,1,42.13,0.96,1,1,0
user_38@scp.local,0,10,32.9,3,32.93,0.9,5,1,0
user_39@scp.local,0,0,74.7,4,5.37,0.99,3,2,0
user_19@scp.local,0,3,20.4,3,1.65,0.84,3,1,0
user_4@scp.local,0,0,69.3,4,15.34,0.96,3,2,0
user_12@scp.local,0,2,115.4,3,46.73,1.0,5,2,0
user_17@scp.local,0,10,95.9,4,10.38,0.97,5,2,0
user_25@scp.local,0,7,6.2,0,6.9,0.94,2,2,0
user_19@scp.local,0,5,22.3,3,32.07,0.84,4,1,0
user_30@scp.local,0,6,52.3,3,36.1,0.96,4,1,0
user_28@scp.local,0,10,20.8,3,47.13,0.89,5,2,0
user_7@scp.local,0,4,57.9,1,9.55,0.91,2,2,0
user_35@scp.local,0,1,48.0,3,4.59,0.92,1,2,0
user_38@scp.local,0,7,106.3,2,39.65,0.81,4,2,0
user_3@scp.local,0,1,113.5,2,1.25,0.83,5,2,0
user_49@scp.local,0,4,120.0,2,38.95,0.85,2,2,0
user_48@scp.local,0,2,38.2,2,7.28,0.84,2,2,0
user_44@scp.local,0,9,23.1,0,45.2,0.92,1,1,0
user_23@scp.local,0,7,73.8,4,2.4,0.99,1,1,0
user_23@scp.local,0,7,82.3,0,3.05,0.92,5,2,0
user_49@scp.local,0,8,65.7,4,30.3,0.86,2,2,0
user_45@scp.local,0,2,105.9,3,3.16,0.99,4,1,0
user_15@scp.local,0,9,35.7,1,30.91,0.81,3,1,0
user_22@scp.local,0,7,73.4,3,13.82,0.85,1,2,0
user_48@scp.local,0,10,24.2,3,34.23,0.95,5,2,0
user_13@scp.local,0,6,89.5,4,16.48,0.95,5,1,0
user_38@scp.local,0,3,84.9,1,39.97,0.85,3,2,0
user_9@scp.local,0,5,53.7,0,2.37,0.95,5,2,0
user_41@scp.local,0,19,108.6,1,7.33,0.08,5,2,1
user_7@scp.local,0,6,90.6,3,19.94,0.87,1,2,0
user_38@scp.local,0,8,20.7,0,1.5,0.97,4,2,0
user_6@scp.local,0,4,108.8,3,42.7,0.84,4,1,0
user_7@scp.local,0,1,70.4,2,21.74,0.92,5,2,0
user_5@scp.local,0,7,18.8,0,49.5,0.81,5,2,0
user_46@scp.local,0,10,57.4,2,2.73,0.88,2,2,0
user_10@scp.local,0,3,83.7,3,49.05,0.98,3,2,0
user_18@scp.local,0,4,92.4,1,47.88,0.98,4,1,0
user_2@scp.local,0,9,69.1,1,1.06,0.94,3,2,0
user_10@scp.local,0,4,112.1,1,1.26,0.81,3,1,0
user_48@scp.local,0,4,80.8,4,9.84,0.94,3,1,0
user_33@scp.local,0,3,55.7,2,26.85,0.85,2,2,0
user_39@scp.local,0,2,96.1,2,47.98,0.82,2,2,0
user_8@scp.local,0,5,76.4,4,47.65,0.9,5,2,0
user_25@scp.local,0,3,111.8,1,27.58,0.98,4,1,0
user_18@scp.local,0,0,119.7,4,25.24,0.96,3,2,0
user_6@scp.local,0,6,39.6,3,48.64,0.85,5,1,0
user_3@scp.local,0,5,41.1,1,25.29,0.84,1,2,0
user_16@scp.local,0,2,25.5,4,20.58,0.93,4,1,0
user_47@scp.local,0,8,35.1,2,11.21,0.92,3,2,0
user_49@scp.local,0,3,272.0,6,43.51,0.82,4,1,1
user_37@scp.local,0,0,90.6,4,42.12,0.94,2,2,0
user_35@scp.local,0,0,33.4,3,13.13,0.81,3,2,0
user_26@scp.local,0,10,105.3,0,21.26,0.84,2,2,0
user_5@scp.local,0,5,41.4,4,11.86,0.86,1,2,0
user_5@scp.local,0,2,114.8,4,37.42,0.83,2,1,0
user_42@scp.local,0,9,73.3,3,10.86,0.98,5,1,0
user_8@scp.local,0,5,31.9,1,38.78,0.84,5,1,0
user_20@scp.local,0,5,33.4,4,6.92,0.85,4,1,0
user_24@scp.local,0,0,104.1,2,0.74,1.0,4,2,0
user_49@scp.local,0,5,118.0,1,37.58,0.95,2,1,0
user_3@scp.local,0,8,17.9,0,42.64,0.86,2,1,0
user_15@scp.local,0,1,91.3,2,48.25,0.92,3,1,0
user_10@scp.local,0,2,51.9,4,30.61,0.87,3,2,0
user_22@scp.local,0,3,368.5,6,26.44,0.93,3,1,1
user_18@scp.local,0,6,112.6,4,40.04,0.88,2,1,0
user_45@scp.local,0,2,99.4,4,19.28,0.93,5,2,0
user_33@scp.local,0,0,85.4,3,44.95,0.85,5,2,0
user_37@scp.local,0,20,30.1,1,34.51,0.25,4,1,1
user_16@scp.local,0,46,8.1,0,12.59,0.27,1,2,1
user_30@scp.local,0,1,74.5,2,33.14,0.87,2,1,0
user_7@scp.local,0,8,30.0,2,25.69,0.93,1,2,0
user_36@scp.local,0,10,6.2,2,14.59,0.84,4,2,0
user_40@scp.local,0,2,234.8,6,26.72,0.96,3,2,1
user_22@scp.local,0,0,24.2,4,4.91,0.94,1,1,0
user_36@scp.local,0,10,117.3,1,4.72,0.97,1,1,0
user_25@scp.local,0,10,119.9,0,1.02,0.99,3,1,0
user_12@scp.local,0,2,8.4,1,24.82,0.8,1,2,0
user_6@scp.local,0,0,27.8,4,43.83,0.99,2,1,0
user_26@scp.local,0,1,50.5,2,49.61,0.85,5,1,0
user_7@scp.local,0,10,89.4,1,5.02,0.93,5,1,0
user_9@scp.local,0,40,59.9,3,20.91,0.21,5,2,1
user_7@scp.local,0,10,112.7,1,16.52,0.81,3,1,0
user_32@scp.local,0,0,84.9,0,31.24,0.92,5,1,0
user_16@scp.local,0,7,98.5,2,20.61,0.85,5,1,0
user_44@scp.local,0,4,84.5,2,43.6,0.87,1,2,0
user_19@scp.local,0,10,66.8,4,39.68,0.83,2,2,0
user_29@scp.local,0,5,106.3,2,23.6,0.93,3,1,0
user_43@scp.local,0,4,60.9,4,30.74,0.86,4,2,0
user_2@scp.local,0,7,13.7,4,30.29,0.86,3,1,0
user_1@scp.local,0,7,90.1,4,1.26,0.97,3,2,0
user_37@scp.local,0,7,41.2,4,41.32,0.8,3,1,0
user_35@scp.local,0,8,43.1,1,4.25,0.94,4,2,0
user_41@scp.local,0,6,65.2,1,35.94,0.94,4,1,0
user_24@scp.local,0,1,51.9,1,48.25,0.94,5,2,0
user_45@scp.local,0,4,116.5,0,19.2,0.96,5,2,0
user_18@scp.local,0,1,102.3,0,10.59,0.92,4,1,0
user_5@scp.local,0,5,25.3,4,44.46,0.93,1,2,0
user_19@scp.local,0,4,91.3,0,40.64,0.8,4,2,0
user_7@scp.local,0,4,95.3,0,7.6,0.85,3,1,0
user_44@scp.local,0,10,98.6,2,33.73,0.93,3,2,0
user_2@scp.local,0,6,12.9,2,5.46,0.95,1,1,0
user_7@scp.local,0,6,97.3,4,9.94,0.95,4,1,0
user_44@scp.local,0,148,24.2,0,37.3,0.94,3,1,1
user_26@scp.local,0,6,83.2,4,49.96,0.94,3,1,0
user_26@scp.local,0,7,23.0,0,6.8,0.93,4,1,0
user_34@scp.local,0,6,59.3,3,6.46,0.88,4,2,0
user_3@scp.local,0,2,118.6,1,25.03,0.87,4,2,0
user_9@scp.local,0,6,102.1,1,42.73,0.89,4,2,0
user_27@scp.local,0,10,24.1,4,15.31,0.83,3,2,0
user_11@scp.local,0,4,80.3,1,14.63,0.86,5,2,0
user_26@scp.local,0,2,117.3,4,41.41,0.91,3,1,0
user_18@scp.local,0,9,96.0,2,37.02,0.9,4,2,0
user_45@scp.local,0,33,26.0,4,1179.85,1.0,2,1,1
user_43@scp.local,0,9,108.0,0,3.45,0.82,2,2,0
user_24@scp.local,0,2,64.4,4,14.44,0.98,5,1,0
user_1@scp.local,0,5,106.0,1,19.43,0.91,4,1,0
user_37@scp.local,0,5,24.9,3,36.87,0.96,3,1,0
user_23@scp.local,0,4,47.6,2,47.61,0.99,3,1,0
user_17@scp.local,0,3,46.9,3,37.04,0.89,1,2,0
user_4@scp.local,0,4,93.8,4,34.67,0.8,2,2,0
user_38@scp.local,0,4,49.2,4,40.3,0.93,1,2,0
user_28@scp.local,0,1,54.1,0,11.95,0.97,5,2,0
user_36@scp.local,0,5,51.1,0,44.28,0.98,4,2,0
user_31@scp.local,0,172,21.3,1,19.51,0.91,1,2,1
user_4@scp.local,0,7,11.0,1,16.42,1.0,5,2,0
user_21@scp.local,0,0,75.1,0,3.73,0.91,3,2,0
user_5@scp.local,0,10,31.3,4,30.48,0.92,4,2,0
user_37@scp.local,0,6,103.6,3,2.27,0.96,5,1,0
user_47@scp.local,0,5,45.3,0,6.83,0.8,3,2,0
user_1@scp.local,0,5,13.8,3,36.76,0.9,4,2,0
user_32@scp.local,0,1,20.5,0,40.23,0.81,4,1,0
user_20@scp.local,0,6,110.9,4,35.68,0.87,2,2,0
user_25@scp.local,0,2,101.6,4,48.39,0.85,5,2,0
user_50@scp.local,0,5,27.0,1,9.51,0.99,1,2,0
user_18@scp.local,0,7,85.5,0,22.53,0.93,4,1,0
user_29@scp.local,0,5,13.9,1,10.78,0.91,1,2,0
user_5@scp.local,0,40,91.2,0,1258.27,0.84,3,2,1
user_14@scp.local,0,10,115.0,1,39.73,0.86,2,1,0
user_32@scp.local,0,4,40.7,2,47.82,0.95,3,2,0
user_32@scp.local,0,4,45.8,4,39.09,0.83,5,1,0
user_2@scp.local,0,5,76.4,4,36.24,0.84,2,1,0
user_32@scp.local,0,0,20.6,2,4.94,0.98,3,1,0
user_15@scp.local,0,9,29.5,3,2.04,0.83,2,1,0
user_36@scp.local,0,9,29.0,1,21.12,0.9,1,2,0
user_20@scp.local,0,1,59.1,2,21.08,0.98,2,2,0
user_34@scp.local,0,3,101.0,3,16.05,0.98,4,2,0
user_34@scp.local,0,1,76.5,0,20.88,0.85,5,1,0
user_1@scp.local,0,8,93.8,0,22.45,0.86,3,2,0
user_4@scp.local,0,2,107.6,2,10.09,0.87,3,2,0
user_27@scp.local,0,8,69.4,3,28.42,0.87,5,2,0
user_29@scp.local,0,3,57.9,4,10.04,0.84,4,1,0
user_28@scp.local,0,10,14.4,2,35.67,0.85,4,2,0
user_9@scp.local,0,9,60.5,0,42.15,0.89,3,2,0
user_37@scp.local,0,5,11.0,0,38.78,1.0,5,2,0
user_38@scp.local,0,108,27.7,3,45.64,0.87,3,1,1
user_14@scp.local,0,1,56.0,1,8.64,0.93,5,1,0
user_37@scp.local,0,5,100.1,4,16.67,0.81,3,2,0
user_38@scp.local,0,8,13.1,2,31.51,0.98,4,1,0
user_7@scp.local,0,83,93.5,0,1006.24,0.92,3,1,1
user_7@scp.local,0,179,15.1,3,38.38,0.98,2,1,1
user_33@scp.local,0,0,31.2,0,9.94,0.82,4,1,0
user_49@scp.local,0,9,48.7,4,44.55,0.99,1,1,0
user_19@scp.local,0,9,62.9,0,0.85,0.89,3,1,0
user_42@scp.local,0,6,114.4,3,35.27,0.93,3,1,0
user_8@scp.local,0,1,87.5,0,21.23,0.89,1,1,0
user_41@scp.local,0,8,103.4,0,24.31,0.86,4,1,0
user_38@scp.local,0,9,69.1,0,49.16,0.99,4,2,0
user_3@scp.local,0,5,97.6,4,13.47,0.85,3,2,0
user_46@scp.local,0,8,106.5,0,9.88,0.98,3,1,0
user_33@scp.local,0,4,27.2,0,43.91,0.99,5,1,0
user_5@scp.local,0,2,95.1,1,35.27,0.82,1,1,0
user_45@scp.local,0,4,89.9,3,15.92,0.85,5,1,0
user_30@scp.local,0,4,59.5,3,24.18,0.9,3,1,0
user_14@scp.local,0,3,81.6,1,43.62,0.92,5,1,0
user_26@scp.local,0,1,38.2,3,25.77,0.97,1,1,0
user_44@scp.local,0,1,80.5,0,13.88,0.94,4,2,0
user_5@scp.local,0,10,28.5,1,8.95,0.81,5,2,0
user_30@scp.local,0,3,10.7,2,22.74,0.9,2,2,0
user_21@scp.local,0,4,56.9,1,42.0,0.96,2,1,0
user_29@scp.local,0,9,30.4,3,38.82,0.98,1,2,0
user_13@scp.local,0,130,16.9,0,16.93,0.82,5,1,1
user_4@scp.local,0,4,65.6,2,10.53,0.94,4,1,0
user_21@scp.local,0,4,61.2,0,48.45,0.96,2,2,0
user_48@scp.local,0,1,40.7,2,35.29,0.97,2,2,0
user_47@scp.local,0,9,65.1,2,19.48,0.97,1,1,0
user_21@scp.local,0,0,16.8,4,34.19,0.81,4,1,0
user_33@scp.local,0,4,54.2,2,0.89,0.92,4,1,0
user_38@scp.local,0,6,14.8,3,7.35,0.86,2,2,0
user_2@scp.local,0,2,98.7,1,32.98,0.82,3,1,0
user_48@scp.local,0,97,24.6,0,34.37,0.94,2,1,1
user_40@scp.local,0,2,90.5,3,32.4,0.95,4,2,0
user_10@scp.local,0,3,81.4,4,18.43,0.98,5,1,0
user_13@scp.local,0,3,107.2,4,38.61,0.98,5,1,0
user_45@scp.local,0,5,69.3,0,5.56,0.96,5,2,0
user_18@scp.local,0,2,76.8,3,7.01,0.91,5,1,0
user_36@scp.local,0,1,22.1,4,47.92,0.84,4,2,0
user_16@scp.local,0,3,103.5,3,7.73,0.83,2,1,0
user_7@scp.local,0,17,113.3,4,39.06,0.04,4,2,1
user_30@scp.local,0,5,16.7,4,38.51,0.9,5,1,0
user_48@scp.local,0,3,17.2,3,37.55,0.89,5,1,0
user_37@scp.local,0,9,89.7,1,41.52,0.81,5,2,0
user_4@scp.local,0,9,12.6,1,41.32,0.88,3,2,0
user_43@scp.local,0,9,12.1,1,19.6,0.86,2,1,0
user_30@scp.local,0,6,55.5,1,28.26,0.89,4,1,0
user_17@scp.local,0,4,98.1,4,17.2,0.94,2,2,0
user_13@scp.local,0,4,27.1,2,15.89,0.86,5,1,0
user_31@scp.local,0,0,96.1,2,11.54,0.81,2,2,0
user_39@scp.local,0,5,29.3,4,0.9,0.82,4,1,0
user_5@scp.local,0,6,66.4,4,24.58,0.83,1,2,0
user_7@scp.local,0,2,42.3,2,32.13,0.84,4,1,0
user_18@scp.local,0,9,114.0,4,46.13,1.0,5,2,0
user_50@scp.local,0,0,72.4,1,22.19,0.84,2,1,0
user_33@scp.local,0,1,11.9,1,2.05,0.92,4,2,0
user_4@scp.local,0,0,64.5,0,42.02,0.99,4,1,0
user_43@scp.local,0,9,41.5,1,2.02,0.81,3,1,0
user_10@scp.local,0,0,76.3,4,33.72,0.96,5,1,0
user_41@scp.local,0,6,26.5,0,46.33,0.96,1,2,0
user_20@scp.local,0,4,66.6,4,29.41,0.91,1,1,0
user_48@scp.local,0,7,21.3,1,31.6,0.9,2,1,0
user_22@scp.local,0,5,90.4,0,28.2,0.83,3,1,0
user_25@scp.local,0,2,36.7,0,17.9,0.84,5,1,0
user_39@scp.local,0,2,108.7,4,30.07,0.81,3,2,0
user_44@scp.local,0,2,30.8,1,7.4,0.99,1,2,0
user_38@scp.local,0,7,80.9,3,31.03,0.91,4,2,0
user_15@scp.local,0,7,26.3,1,39.45,0.95,3,1,0
user_25@scp.local,0,0,29.6,1,7.81,0.91,2,2,0
user_15@scp.local,0,2,114.9,4,42.34,0.88,4,1,0
user_1@scp.local,0,8,25.4,4,7.08,0.99,2,2,0
user_36@scp.local,0,8,20.7,2,14.17,0.94,2,1,0
user_48@scp.local,0,30,80.4,2,29.98,0.25,2,1,1
user_30@scp.local,0,2,115.9,1,13.4,0.83,5,1,0
user_23@scp.local,0,9,57.4,4,15.39,0.81,1,1,0
user_15@scp.local,0,1,67.9,2,15.61,0.91,1,1,0
user_40@scp.local,0,2,30.9,1,43.9,0.87,4,1,0
user_16@scp.local,0,9,105.0,1,45.44,0.98,3,1,0
user_39@scp.local,0,9,105.3,2,33.18,0.86,4,1,0
user_46@scp.local,0,0,81.5,2,7.56,0.94,4,1,0
user_15@scp.local,0,3,99.9,3,42.11,0.81,5,1,0
user_2@scp.local,0,5,252.6,6,5.66,0.98,1,1,1
user_37@scp.local,0,0,40.1,0,46.87,0.83,1,2,0
user_44@scp.local,0,2,24.2,4,30.51,0.99,4,2,0
user_24@scp.local,0,9,106.3,4,5.79,0.89,5,1,0
user_19@scp.local,0,7,41.9,4,27.19,0.86,4,2,0
user_13@scp.local,0,1,54.2,0,42.6,0.97,4,2,0
user_35@scp.local,0,3,67.3,2,36.12,0.93,3,2,0
user_40@scp.local,0,7,60.6,3,8.84,0.86,5,2,0
user_9@scp.local,0,46,24.8,1,25.85,0.14,1,1,1
user_2@scp.local,0,6,28.8,2,27.64,0.97,4,1,0
user_4@scp.local,0,7,55.7,3,7.27,0.8,5,1,0
user_25@scp.local,0,2,110.5,4,8.74,0.95,4,1,0
user_36@scp.local,0,4,19.8,0,11.62,0.91,2,1,0
user_22@scp.local,0,2,41.0,0,17.07,0.89,4,1,0
user_27@scp.local,0,2,28.0,3,4.86,0.97,2,2,0
user_29@scp.local,0,4,67.6,1,32.29,0.97,5,2,0
user_47@scp.local,0,0,51.8,0,35.85,0.94,3,1,0
user_16@scp.local,0,10,60.6,3,34.98,0.96,5,2,0
user_26@scp.local,27,8,117.0,3,14.65,0.89,1,1,1
user_7@scp.local,0,5,75.0,4,15.21,0.82,2,1,0
user_35@scp.local,0,21,20.7,2,32.6,0.22,2,2,1
user_37@scp.local,0,8,101.2,2,0.58,1.0,2,1,0
user_33@scp.local,0,6,81.6,2,21.17,0.96,5,2,0
user_4@scp.local,0,4,44.9,4,17.0,0.94,2,2,0
user_8@scp.local,0,4,96.4,3,8.51,0.89,2,1,0
user_40@scp.local,0,4,22.8,4,19.76,0.96,1,1,0
user_16@scp.local,0,6,5.8,2,27.24,0.98,1,1,0
user_36@scp.local,0,7,67.2,1,3.5,0.96,1,1,0
user_49@scp.local,0,3,87.2,4,7.88,0.99,4,2,0
user_1@scp.local,0,10,52.0,2,11.0,0.85,4,1,0
user_8@scp.local,0,7,30.8,2,18.24,0.88,2,1,0
user_29@scp.local,0,6,53.7,0,26.07,0.91,1,2,0
user_34@scp.local,0,4,67.6,0,20.82,0.98,1,1,0
user_19@scp.local,0,4,103.2,4,31.49,0.89,4,2,0
user_45@scp.local,0,8,74.3,3,12.16,0.86,4,2,0
user_18@scp.local,0,5,6.7,1,15.04,0.92,2,2,0
user_28@scp.local,0,6,90.7,0,42.05,0.87,3,2,0
user_43@scp.local,0,7,107.6,3,1.99,0.99,4,1,0
user_30@scp.local,0,5,73.0,0,32.62,0.96,3,1,0
user_33@scp.local,0,10,54.6,1,23.12,0.93,4,1,0
user_49@scp.local,0,10,14.9,2,3.34,1.0,3,2,0
user_22@scp.local,0,7,40.3,1,29.87,0.98,5,1,0
user_31@scp.local,0,7,50.2,0,23.6,0.91,2,1,0
user_2@scp.local,0,0,70.0,3,6.07,0.84,5,1,0
user_40@scp.local,0,10,89.8,2,29.43,0.95,3,2,0
user_35@scp.local,0,4,99.5,4,41.14,0.83,5,1,0
user_50@scp.local,0,8,32.1,2,22.81,0.8,3,2,0
user_33@scp.local,0,6,106.7,0,7.33,1.0,1,1,0
user_37@scp.local,0,3,11.9,4,46.88,0.9,4,1,0
user_32@scp.local,0,0,7.2,0,29.1,0.95,3,1,0
user_37@scp.local,0,3,17.7,4,14.99,0.91,1,2,0
user_23@scp.local,0,0,72.9,2,47.87,0.82,4,1,0
user_40@scp.local,0,0,102.6,2,32.31,0.98,1,2,0
user_10@scp.local,0,0,34.5,3,32.08,0.89,2,1,0
user_19@scp.local,0,3,17.0,2,2.52,0.85,5,1,0
user_44@scp.local,19,2,82.4,2,16.38,0.88,5,1,1
user_37@scp.local,0,8,112.0,4,0.62,0.84,1,2,0
user_12@scp.local,0,10,101.8,3,48.71,1.0,2,1,0
user_30@scp.local,0,0,38.3,1,25.73,0.91,3,1,0
user_39@scp.local,0,2,107.9,4,30.6,0.89,4,1,0
user_21@scp.local,0,8,56.2,3,9.41,0.81,2,2,0
user_26@scp.local,0,8,70.2,4,1.87,0.91,1,2,0
user_9@scp.local,0,6,116.7,4,34.8,0.9,3,2,0
user_46@scp.local,0,3,84.6,1,31.24,0.99,5,2,0
user_24@scp.local,0,9,53.6,4,6.01,0.9,1,2,0
user_50@scp.local,0,6,101.2,3,22.48,0.9,1,1,0
user_50@scp.local,0,10,24.1,4,26.16,0.86,1,2,0
user_50@scp.local,0,3,12.9,1,33.39,0.97,4,1,0
user_29@scp.local,0,3,112.5,1,11.06,0.88,4,1,0
user_16@scp.local,0,2,78.3,2,5.68,0.96,3,1,0
user_2@scp.local,0,74,70.7,3,1454.84,0.99,3,2,1
user_18@scp.local,0,6,25.9,0,27.03,0.97,4,1,0
user_2@scp.local,0,6,61.6,3,32.51,0.81,2,2,0
user_44@scp.local,0,2,76.7,4,42.95,0.92,2,2,0
user_2@scp.local,0,1,31.5,4,15.36,0.92,4,1,0
user_49@scp.local,0,5,53.9,4,47.87,0.86,4,2,0
user_50@scp.local,0,10,44.2,2,19.05,0.91,3,1,0
user_8@scp.local,0,9,45.3,2,28.19,0.83,4,2,0
user_1@scp.local,0,5,24.8,0,8.7,0.87,1,2,0
user_34@scp.local,0,0,80.2,4,29.97,0.84,4,1,0
user_16@scp.local,0,5,54.7,2,35.26,1.0,2,1,0
user_3@scp.local,0,5,56.4,0,26.51,0.85,2,2,0
user_30@scp.local,0,10,8.9,0,0.6,0.93,5,1,0
user_31@scp.local,0,0,114.9,3,17.22,0.8,3,1,0
user_43@scp.local,0,50,15.2,1,31.54,0.03,5,2,1
user_50@scp.local,0,8,53.4,4,41.81,0.83,1,2,0
user_8@scp.local,0,7,40.5,0,49.27,0.91,1,1,0
user_42@scp.local,0,45,26.6,1,32.95,0.02,5,2,1
user_2@scp.local,0,9,18.2,1,33.34,0.83,3,1,0
user_36@scp.local,0,9,24.4,1,33.16,0.81,2,1,0
user_16@scp.local,0,9,23.0,0,28.82,0.93,2,1,0
user_6@scp.local,0,8,22.1,0,9.12,0.95,3,1,0
user_50@scp.local,18,3,117.2,4,26.61,0.99,2,2,1
user_19@scp.local,0,9,61.5,4,15.86,0.9,1,2,0
user_22@scp.local,0,4,62.9,0,4.22,0.92,4,1,0
user_17@scp.local,0,9,83.8,3,14.94,0.96,3,1,0
user_10@scp.local,0,49,29.4,3,46.53,0.28,5,2,1
user_46@scp.local,0,8,202.4,6,14.35,0.88,5,2,1
user_5@scp.local,0,8,41.7,3,31.82,0.89,2,2,0
user_12@scp.local,0,4,9.1,4,38.99,0.9,1,1,0
user_26@scp.local,0,9,36.8,4,10.25,0.92,4,1,0
user_50@scp.local,0,3,31.1,1,18.03,0.92,5,2,0
user_30@scp.local,0,8,30.1,1,2.22,0.85,3,2,0
user_14@scp.local,0,4,113.6,1,0.57,0.93,3,2,0
user_18@scp.local,0,0,83.0,3,22.5,0.81,5,2,0
user_27@scp.local,0,5,29.3,1,7.89,0.82,1,1,0
user_12@scp.local,0,2,40.2,4,21.19,0.94,3,2,0
user_22@scp.local,0,3,67.4,4,6.66,0.85,4,2,0
user_41@scp.local,0,5,72.7,3,36.94,0.82,1,1,0
user_39@scp.local,0,9,87.3,3,28.94,0.95,5,2,0
user_2@scp.local,0,1,21.3,0,12.27,0.83,4,1,0
user_28@scp.local,0,4,53.6,3,49.21,0.85,2,1,0
user_49@scp.local,0,9,113.6,4,30.69,0.92,5,1,0
user_24@scp.local,0,9,5.8,3,30.25,0.84,3,1,0
user_39@scp.local,0,4,119.8,2,30.74,0.85,2,1,0
user_40@scp.local,0,0,55.8,1,34.66,0.82,3,2,0
user_44@scp.local,0,1,62.4,2,22.81,0.94,5,2,0
user_17@scp.local,0,4,107.4,3,7.48,0.83,4,1,0
user_16@scp.local,0,2,14.0,3,9.0,0.96,2,1,0
user_3@scp.local,0,47,101.0,2,1360.36,0.99,2,1,1
user_37@scp.local,0,8,67.3,2,36.93,0.92,3,2,0
user_5@scp.local,0,7,112.7,3,24.26,0.93,5,2,0
user_49@scp.local,0,3,33.4,4,37.78,0.82,5,1,0
user_30@scp.local,0,127,16.8,3,47.62,0.97,5,2,1
user_34@scp.local,0,3,13.3,3,34.16,0.81,5,1,0
user_41@scp.local,0,4,91.7,4,12.47,0.84,5,2,0
user_32@scp.local,0,8,30.0,3,0.52,0.92,4,2,0
user_11@scp.local,0,5,67.2,4,41.04,0.86,3,1,0
user_9@scp.local,0,2,8.8,0,45.69,0.93,4,1,0
user_41@scp.local,0,10,62.7,0,29.92,0.9,4,1,0
user_38@scp.local,0,4,27.4,3,37.83,0.99,1,1,0
user_12@scp.local,0,2,16.1,2,29.96,0.98,3,2,0
user_11@scp.local,0,3,80.9,1,33.36,0.84,1,1,0
user_45@scp.local,0,4,80.3,4,38.49,0.9,4,1,0
user_47@scp.local,0,7,54.9,1,42.84,0.94,4,2,0
user_16@scp.local,0,9,49.4,1,7.14,0.9,5,1,0
user_50@scp.local,0,4,106.3,3,28.85,0.93,1,2,0
user_31@scp.local,23,8,35.1,1,17.64,0.82,5,2,1
user_44@scp.local,0,151,11.3,1,17.27,0.86,2,2,1
user_32@scp.local,0,6,6.9,2,37.41,0.85,3,1,0
user_34@scp.local,0,4,38.4,1,7.52,0.85,1,1,0
user_49@scp.local,0,8,93.2,1,33.11,0.8,4,2,0
user_49@scp.local,0,4,65.5,3,20.19,0.89,2,1,0
user_45@scp.local,0,1,79.1,3,44.06,0.92,5,2,0
user_29@scp.local,20,8,106.0,3,13.02,0.82,5,2,1
user_50@scp.local,0,1,90.5,4,25.67,0.96,5,2,0
user_28@scp.local,0,1,33.9,2,48.34,0.86,4,1,0
user_13@scp.local,0,0,104.9,4,22.91,0.87,1,2,0
user_35@scp.local,0,10,120.0,0,26.8,0.87,1,1,0
user_18@scp.local,0,4,228.6,6,15.62,0.83,4,2,1
user_43@scp.local,0,6,7.5,2,6.72,0.9,4,2,0
user_45@scp.local,0,4,34.0,1,19.85,0.89,5,1,0
user_18@scp.local,0,2,107.1,3,8.21,0.98,2,1,0
user_28@scp.local,0,10,68.9,1,36.52,0.81,5,1,0
user_21@scp.local,0,7,114.0,0,13.15,0.99,1,2,0
user_7@scp.local,0,8,30.6,1,5.4,0.81,2,2,0
user_13@scp.local,0,8,11.9,4,22.48,0.92,5,1,0
user_11@scp.local,0,4,69.1,2,25.9,0.84,1,2,0
user_45@scp.local,0,7,86.9,2,37.19,0.95,1,2,0
user_6@scp.local,0,4,92.5,2,38.68,0.83,5,2,0
user_44@scp.local,0,0,40.6,1,40.05,0.89,4,1,0
user_27@scp.local,0,0,117.3,2,11.23,0.86,1,1,0
user_20@scp.local,0,2,54.3,4,4.01,0.99,2,1,0
user_9@scp.local,0,8,26.7,3,8.03,0.86,2,2,0
user_19@scp.local,0,2,50.8,1,2.95,0.87,3,2,0
user_22@scp.local,0,1,22.7,0,15.16,0.94,3,2,0
user_2@scp.local,26,2,39.6,4,49.61,0.99,5,2,1
user_20@scp.local,0,8,47.4,3,44.5,0.93,2,2,0
user_8@scp.local,0,6,102.0,1,25.53,0.99,1,1,0
user_20@scp.local,0,6,6.1,2,25.71,0.97,3,1,0
user_10@scp.local,0,0,60.8,2,20.83,0.99,5,1,0
user_42@scp.local,0,1,30.2,0,26.5,0.84,4,2,0
user_9@scp.local,0,30,69.0,4,1855.68,0.9,3,2,1
user_33@scp.local,0,9,12.4,2,29.79,0.9,1,2,0
user_8@scp.local,0,6,16.8,0,11.95,0.94,3,1,0
user_50@scp.local,0,8,40.4,4,47.44,0.91,2,2,0
user_18@scp.local,0,6,9.5,3,15.48,0.84,5,1,0
user_27@scp.local,0,0,79.0,1,47.95,0.96,2,2,0
user_28@scp.local,0,10,34.1,0,22.83,0.92,1,2,0
user_37@scp.local,0,6,7.5,3,35.24,0.97,2,1,0
